name,octagon_debut,height,weight,reach,leg_reach,sig_strikes_landed_per_minute,sig_strikes_absorbed_per_minute,takedowns_avg,submission_avg,knockdown_avg,fight_time_avg
randa markos,"Dec. 12, 2014",64.0,115.0,63.5,39.0,3.0,3.0,1.12,0.2,0.0,757
randall wallace,"Aug. 15, 2017",71.0,184.0,73.0,74.0,1.0,4.0,2.13,0.0,0.0,423
randy brown,"Jan. 31, 2016",75.0,171.0,78.0,45.5,4.0,3.0,0.79,0.57,0.43,629
randy costa,"Apr. 13, 2019",69.0,135.0,73.0,39.0,7.0,8.0,0.0,0.0,1.69,266
randy couture,"May. 30, 1997",74.0,204.0,75.0,43.3,3.0,2.0,2.78,0.48,0.06,745
rani yahya,"Jan. 23, 2011",66.0,145.0,67.0,37.5,2.0,2.0,2.73,1.82,0.0,601
raoni barcelos,"Jul. 14, 2018",67.5,136.0,67.0,39.0,5.0,4.0,2.33,0.63,0.45,772
raphael assuncao,"Mar. 19, 2011",65.5,136.0,66.5,38.5,3.0,3.0,1.65,0.25,0.15,752
raphael pessoa nunes,"Aug. 10, 2019",75.0,264.0,78.0,43.5,2.0,3.0,0.0,0.0,0.56,536
raquel pennington,"Dec. 1, 2013",67.0,135.0,67.5,37.0,4.0,3.0,0.83,0.62,0.05,918
rashad coulter,"May. 14, 2017",71.0,208.0,76.0,41.5,5.0,7.0,0.0,0.0,0.77,466
rashad evans,"Nov. 5, 2005",72.0,205.0,75.0,42.0,2.0,2.0,2.98,0.0,0.19,732
rashid magomedov,"Feb. 2, 2014",69.0,155.3,70.5,39.5,4.0,3.0,0.67,0.17,0.83,900
raul rosas jr,"Dec. 10, 2022",69.0,135.0,67.0,40.0,2.0,1.0,4.01,1.06,0.21,609
raulian paiva,"Feb. 9, 2019",68.0,136.0,69.5,38.0,4.0,5.0,0.65,0.16,0.16,693
ravena oliveira,"Oct. 14, 2023",65.0,133.0,67.4,38.0,1.0,1.0,2.0,0.0,0.0,900
ray borg,"Apr. 19, 2014",64.0,149.4,63.0,36.0,2.0,2.0,3.89,1.04,0.0,867
ray rodriguez,"Sep. 27, 2025",67.0,135.5,68.6,38.6,1.0,4.0,1.42,0.0,0.0,421
ray wizard,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
rayanne dos santos,"Dec. 9, 2023",62.0,116.0,62.0,35.5,5.0,6.0,0.5,0.0,0.0,900
razak al-hassan,"Dec. 10, 2008",74.0,205.0,76.2,42.6,3.0,3.0,0.65,0.0,0.0,458
reese andy,"Jul. 19, 2008",70.0,206.0,71.8,40.4,3.0,4.0,0.67,0.0,0.0,670
reginaldo vieira,"Aug. 1, 2015",67.0,136.0,65.0,38.0,4.0,3.0,1.97,0.79,0.0,761
rei tsuruya,"Feb. 3, 2024",66.0,125.5,68.0,36.0,2.0,2.0,5.06,1.87,0.0,676
reinier de ridder,"Nov. 9, 2024",76.0,186.0,78.0,41.0,3.0,2.0,2.86,0.64,0.64,707
remco pardoel,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
renan barao,"May. 29, 2011",66.0,146.0,70.0,39.0,4.0,4.0,1.49,0.54,0.24,794
renato moicano,"Dec. 20, 2014",71.0,156.0,72.0,42.5,4.0,4.0,1.67,0.5,0.17,568
renato sobral,"Nov. 17, 2000",73.0,204.0,74.6,41.9,2.0,2.0,2.48,2.58,0.0,492
renato verissimo,"Jan. 31, 2004",73.0,169.0,74.8,41.4,1.0,2.0,1.46,2.55,0.0,618
renzo gracie,"Apr. 10, 2010",70.0,171.0,72.4,39.5,2.0,2.0,1.13,0.8,0.0,800
reuben duran,"Mar. 4, 2011",67.0,135.0,69.6,38.1,3.0,3.0,0.98,0.65,0.0,691
rex holman,"Mar. 3, 2007",74.0,205.0,76.2,42.6,3.0,7.0,0.0,0.0,0.0,240
reyes cortez,"Sep. 27, 2025",67.0,135.5,68.0,36.5,4.0,7.0,1.5,0.0,0.0,900
reza madadi,"Apr. 14, 2012",71.0,156.0,72.0,42.0,3.0,3.0,3.17,0.5,0.0,771
reza nazri,"Sep. 20, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
rheza arianto,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
rhys mckee,"Jul. 25, 2020",74.0,170.0,78.0,42.0,5.0,7.0,0.0,0.0,0.69,652
ricardo abreu,"May. 31, 2014",71.0,183.0,73.0,46.3,4.0,4.0,2.13,0.71,1.42,633
ricardo almeida,"May. 4, 2001",72.0,170.0,74.0,41.1,2.0,1.0,3.74,1.21,0.0,685
ricardo funch,"Dec. 12, 2009",70.0,170.5,72.9,39.4,3.0,4.0,1.24,0.0,0.0,546
ricardo lamas,"Jun. 27, 2011",68.0,145.0,71.0,39.0,3.0,3.0,1.84,0.95,0.19,617
ricardo prasel,"Sep. 27, 2025",79.0,239.0,80.7,45.0,2.0,8.0,0.0,0.0,0.0,299
ricardo ramos,"Feb. 4, 2017",69.0,146.0,72.0,40.0,3.0,4.0,2.57,0.67,0.34,576
ricardo romero,"Jul. 3, 2010",72.0,205.0,74.8,41.5,2.0,5.0,1.63,3.26,0.0,184
ricco rodriguez,"Jun. 29, 2001",75.0,246.0,77.8,41.7,2.0,1.0,2.3,0.97,0.09,747
rich attonito,"Jun. 19, 2010",70.0,171.0,74.0,40.8,2.0,2.0,0.74,0.0,0.5,727
rich clementi,"Feb. 28, 2003",69.0,156.0,71.9,39.7,2.0,3.0,1.92,1.1,0.0,657
rich franklin,"Apr. 25, 2003",73.0,185.0,76.0,42.0,4.0,2.0,1.31,0.66,0.72,490
rich walsh,"Apr. 16, 2014",72.0,171.0,73.0,41.7,4.0,3.0,1.55,0.19,0.58,773
richard crunkilton jr,"Apr. 25, 2003",67.0,154.0,71.0,38.1,2.0,1.0,4.08,1.29,0.0,698
richard jacobi,"Sep. 27, 2025",75.2,244.5,77.5,42.4,1.0,4.0,3.28,0.0,0.0,274
richard odoms,"Sep. 27, 2025",77.0,262.0,76.2,44.3,0.0,0.0,0.0,0.0,0.0,0
richardson moreira,"May. 31, 2014",74.0,185.5,72.0,41.6,1.0,2.0,0.0,0.0,0.0,460
richie hightower,"Dec. 9, 2007",69.0,170.0,71.0,40.2,5.0,7.0,3.46,0.0,0.0,260
richie santiago,"Sep. 27, 2025",67.0,135.5,68.6,38.6,4.0,5.0,0.0,0.0,0.0,900
richie smullen,"Jul. 6, 2018",69.0,154.5,71.0,39.0,2.0,2.0,8.49,0.0,0.0,212
richie vaculik,"Dec. 7, 2013",66.0,125.0,69.0,41.0,4.0,4.0,3.0,1.0,0.0,675
rick davis,"May. 27, 2006",69.0,155.0,71.1,39.9,3.0,6.0,0.0,0.0,0.0,97
rick palacios,"Sep. 27, 2025",66.0,146.0,68.6,37.7,8.0,3.0,0.0,0.0,0.0,900
rick story,"Jun. 13, 2009",70.0,171.0,71.0,40.0,4.0,2.0,2.53,0.89,0.38,749
rickson zenidim,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,2.0,4.0,0.0,0.0,0.0,900
ricky calatayud,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ricky camp,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ricky glenn,"Sep. 18, 2016",72.0,171.0,70.5,40.5,4.0,4.0,0.72,0.36,0.36,681
ricky rainey,"Apr. 15, 2018",73.0,170.5,77.0,43.5,3.0,3.0,0.95,0.0,0.47,476
ricky simon,"Aug. 8, 2017",66.0,136.0,69.0,38.0,3.0,4.0,5.01,0.3,0.37,752
ricky steele,"Sep. 27, 2025",67.2,136.0,69.2,38.9,4.0,3.0,0.0,0.0,0.0,900
ricky turcios,"Jul. 11, 2017",69.0,135.0,71.0,38.5,5.0,4.0,0.91,0.36,0.18,824
rico disciullo,"Sep. 27, 2025",68.0,135.5,71.0,39.0,2.0,4.0,0.0,0.0,0.0,735
rico farrington,"Sep. 27, 2025",69.6,171.0,73.5,39.8,6.0,7.0,0.0,0.0,0.0,900
riki fukuda,"Feb. 26, 2011",72.0,186.0,75.2,40.1,4.0,4.0,2.17,0.0,0.0,900
riley dutro,"Sep. 27, 2025",66.0,125.0,70.0,38.4,5.0,6.0,0.0,0.0,0.0,898
rin nakai,"Sep. 20, 2014",61.0,135.0,60.0,36.0,2.0,4.0,3.0,0.5,0.0,900
rinat fakhretdinov,"Jun. 4, 2022",72.0,170.0,74.0,42.0,5.0,4.0,3.91,0.2,0.59,658
rinya nakamura,"Jun. 10, 2022",67.0,135.0,68.5,37.0,3.0,2.0,2.58,1.43,1.43,449
rizvan kuniev,"Feb. 22, 2025",76.0,264.5,76.0,41.0,4.0,2.0,1.45,0.0,0.48,620
roan carneiro,"Apr. 5, 2007",69.0,170.0,74.0,42.0,1.0,2.0,3.05,1.45,0.0,560
rob broughton,"Oct. 16, 2010",74.0,258.0,77.8,41.7,3.0,3.0,0.0,3.24,0.0,834
rob emerson,"Jun. 23, 2007",69.0,154.0,71.2,39.7,3.0,3.0,2.02,0.4,0.4,635
rob font,"Jul. 5, 2014",68.0,138.0,71.5,38.5,5.0,4.0,0.74,0.34,0.4,789
rob kimmons,"Jun. 21, 2008",70.0,185.0,72.8,39.7,2.0,5.0,2.08,2.37,0.0,433
rob macdonald,"Mar. 4, 2006",75.0,205.0,75.6,42.9,2.0,2.0,7.19,5.39,0.0,167
rob whiteford,"Oct. 27, 2013",69.0,145.0,69.0,39.6,2.0,2.0,1.9,0.0,0.27,664
rob wilkinson,"Sep. 2, 2017",75.0,186.0,80.0,45.0,3.0,6.0,4.47,0.0,0.0,504
rob yundt,"Feb. 2, 2008",73.0,185.0,74.8,41.2,1.0,3.0,2.94,0.0,0.0,153
robbie lawler,"May. 10, 2002",71.0,170.5,74.0,39.0,4.0,5.0,0.65,0.0,0.61,676
robbie peralta,"Sep. 17, 2011",68.0,145.0,71.0,39.9,4.0,3.0,0.59,0.0,0.74,680
robbie ring,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,5.0,9.0,4.04,0.0,0.0,223
robelis despaigne,"Mar. 9, 2024",79.0,264.0,84.0,47.5,2.0,3.0,0.0,0.0,0.5,606
robert bryczek,"Feb. 10, 2024",72.0,186.0,75.0,42.0,4.0,4.0,0.56,0.0,0.56,802
robert drysdale,"Jul. 6, 2014",75.0,202.5,78.5,43.4,0.0,0.0,7.32,21.95,0.0,123
robert lucarelli,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
robert ruchala,"Sep. 6, 2025",70.0,146.0,71.7,39.7,2.0,3.0,2.0,0.0,0.0,900
robert valentin,"Aug. 24, 2024",74.0,186.0,77.0,42.0,1.0,3.0,0.0,1.31,0.0,460
robert whittaker,"Dec. 16, 2012",72.0,185.5,73.5,43.0,4.0,3.0,0.73,0.0,0.55,817
roberto romero,"Nov. 16, 2024",68.0,145.0,70.0,37.5,5.0,6.0,0.0,0.0,0.63,718
roberto sanchez,"Aug. 6, 2017",66.0,126.0,66.5,37.0,1.0,2.0,3.61,0.72,0.0,415
roberto traven,"Sep. 20, 1996",74.0,214.0,76.1,42.6,1.0,3.0,0.0,0.0,0.0,65
rocky lee,"Apr. 11, 2015",69.0,145.0,69.8,39.0,2.0,5.0,1.0,0.0,0.0,900
rodney wallace,"Dec. 5, 2009",69.0,206.0,71.8,40.4,1.0,3.0,6.0,1.0,0.0,900
rodolfo bellato,"Dec. 2, 2023",75.0,205.5,77.5,44.0,6.0,6.0,1.26,0.31,0.31,572
rodolfo rubio,"Sep. 27, 2025",65.0,145.0,68.6,38.1,1.0,1.0,2.0,0.0,0.0,900
rodolfo vieira,"Aug. 10, 2019",72.0,185.0,73.0,39.5,4.0,4.0,3.09,1.03,0.0,583
rodrigo damm,"Sep. 27, 2025",67.0,156.0,69.1,39.2,4.0,6.0,0.44,0.3,0.0,678
rodrigo lidio,"Sep. 27, 2025",69.4,155.0,71.7,40.3,1.0,0.0,0.0,0.0,0.0,185
rodrigo nascimento,"Jul. 30, 2019",74.0,264.0,80.0,43.0,4.0,4.0,1.02,0.51,0.0,589
rodrigo ruas,"Jun. 22, 2002",71.4,181.0,72.3,39.9,1.0,7.0,0.0,0.0,0.0,514
rodrigo sezinando,"Aug. 16, 2025",69.0,189.0,71.0,39.1,2.0,9.0,3.37,0.0,0.0,267
rodrigo de lima,"Jun. 28, 2014",67.0,154.5,75.0,39.1,1.0,6.0,2.66,1.33,0.0,676
roger bowling,"Mar. 4, 2012",69.0,155.0,68.0,38.7,4.0,4.0,3.09,0.88,0.22,535
roger gracie,"Jul. 15, 2012",76.0,186.0,79.0,42.4,2.0,2.0,1.87,1.87,0.27,563
roger hollett,"Sep. 22, 2012",71.0,204.0,72.6,40.8,2.0,6.0,1.0,0.0,0.0,900
roger huerta,"Sep. 23, 2006",69.0,156.0,71.9,39.7,4.0,2.0,2.13,0.49,0.0,686
roger narvaez,"Jun. 7, 2014",75.0,186.0,79.0,44.6,2.0,3.0,0.0,0.95,0.47,632
roger zapata,"Sep. 26, 2015",71.0,171.0,74.0,40.6,3.0,2.0,0.0,1.39,0.0,647
rogerio bontorin,"Feb. 2, 2019",65.0,147.4,67.0,35.5,3.0,3.0,2.9,0.97,0.0,664
roland delorme,"Dec. 4, 2011",69.0,136.0,71.0,39.4,2.0,4.0,2.51,1.6,0.46,564
roland payne,"Sep. 9, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
rolando bedoya,"May. 6, 2023",71.0,155.0,74.0,41.0,7.0,6.0,0.0,0.0,0.0,900
rolando delgado,"Dec. 13, 2008",75.0,156.0,75.3,42.4,2.0,2.0,1.17,3.51,0.58,513
rolando dy,"Jun. 17, 2017",68.0,146.0,69.5,36.5,3.0,4.0,0.3,0.0,0.3,745
roldan sangcha-an,"Jun. 28, 2014",64.0,126.0,65.0,36.3,3.0,2.0,1.94,0.0,0.0,697
rolles gracie,"Feb. 6, 2010",76.0,247.0,79.5,42.5,2.0,3.0,2.3,0.0,0.0,391
roman bogatov,"Jul. 11, 2020",68.0,155.5,73.5,39.0,3.0,4.0,1.0,0.0,0.0,900
roman dolidze,"Jul. 18, 2020",74.0,185.5,76.0,41.0,3.0,4.0,0.99,0.81,0.36,768
roman kopylov,"Nov. 9, 2019",72.0,185.0,75.0,41.0,5.0,5.0,1.02,0.0,0.77,703
roman mitichyan,"Dec. 9, 2007",70.0,171.0,72.4,39.5,0.0,3.0,1.93,1.93,0.0,234
roman salazar,"Oct. 4, 2014",67.0,135.0,67.0,38.3,2.0,3.0,1.77,0.0,0.0,339
romie aram,"Apr. 25, 2003",69.0,170.0,71.0,40.2,2.0,3.0,2.5,0.0,0.5,900
ron faircloth,"Oct. 7, 2005",73.6,205.0,75.6,43.0,0.0,9.0,0.0,0.0,0.0,310
ron stallings,"Jan. 18, 2015",72.0,184.0,75.0,41.2,3.0,3.0,0.0,0.0,0.0,616
ron van clief,"Dec. 16, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ron waterman,"May. 7, 1999",74.0,260.0,76.0,42.4,1.0,1.0,4.19,2.79,0.0,372
ronal siahaan,"Sep. 27, 2025",65.0,126.0,68.9,36.8,1.0,6.0,0.0,0.0,0.0,379
ronald jhun,"Aug. 21, 2004",71.0,170.0,73.6,40.5,1.0,3.0,1.81,0.0,0.0,230
ronaldo candido,"Aug. 1, 2017",67.0,126.0,68.6,37.7,2.0,4.0,8.0,5.0,0.0,900
ronaldo rodriguez,"Feb. 24, 2024",66.0,127.0,65.5,37.5,3.0,4.0,1.09,0.82,0.0,825
ronaldo souza,"Mar. 4, 2012",73.0,186.0,72.0,41.0,3.0,3.0,2.57,1.34,0.27,580
ronda rousey,"Feb. 23, 2013",66.0,135.0,68.0,38.0,4.0,4.0,6.26,4.82,0.96,156
rongzhu,"Apr. 24, 2021",69.0,155.5,71.0,39.0,6.0,5.0,1.35,0.14,0.54,739
ronnie lawrence,"Feb. 27, 2021",68.0,136.0,68.5,37.0,3.0,2.0,6.75,0.25,0.75,720
ronny markes,"Aug. 15, 2011",73.0,190.0,75.0,41.2,2.0,2.0,3.13,0.52,0.0,690
rony jason,"Sep. 27, 2025",67.0,146.0,68.7,37.7,2.0,3.0,0.59,0.79,0.39,508
ronys torres,"Feb. 6, 2010",67.0,155.0,71.3,37.9,1.0,2.0,4.0,0.5,0.0,900
roosevelt roberts,"Nov. 30, 2018",74.0,155.0,73.0,41.0,3.0,3.0,1.18,0.74,0.0,553
roque martinez,"Sep. 12, 2020",70.0,249.0,72.0,38.0,3.0,5.0,0.38,0.38,0.0,787
rory macdonald,"Jan. 11, 2010",72.0,170.5,76.0,41.0,4.0,3.0,1.77,0.42,0.08,822
rory markham,"Jul. 19, 2008",71.0,177.0,73.2,39.7,2.0,10.0,0.0,0.0,2.7,111
rory singer,"Jun. 24, 2006",74.0,186.0,78.2,42.3,3.0,2.0,0.39,0.79,0.0,571
rose namajunas,"Dec. 12, 2014",65.0,126.0,65.0,39.5,4.0,3.0,1.49,0.37,0.32,939
roshan mainam,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
rosi sexton,"Jun. 15, 2013",63.0,135.0,63.0,37.2,3.0,7.0,0.75,0.0,0.0,798
ross pearson,"Jun. 20, 2009",68.0,155.3,69.0,39.0,4.0,4.0,0.74,0.0,0.3,699
ross pointon,"Jun. 24, 2006",68.0,169.0,71.2,39.0,3.0,3.0,0.0,0.0,1.41,319
rostem akman,"Jun. 1, 2019",70.0,171.0,72.0,38.5,2.0,4.0,1.0,0.0,0.0,900
rousimar palhares,"May. 24, 2008",68.0,171.0,71.0,39.1,2.0,2.0,3.93,4.11,0.18,296
roxanne modafferi,"Dec. 1, 2013",67.0,126.0,69.0,38.0,3.0,6.0,1.35,0.08,0.08,854
roy nelson,"Dec. 5, 2009",72.0,262.0,72.0,44.0,2.0,5.0,1.14,0.13,0.61,637
roybert echeverria,"Sep. 27, 2025",65.6,125.0,66.9,37.5,3.0,3.0,0.0,2.6,0.0,691
royce alger,"May. 30, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
royce gracie,"Nov. 12, 1993",73.0,175.0,74.8,40.5,1.0,1.0,0.0,0.76,0.0,630
royston wee,"Jan. 4, 2014",67.0,137.0,67.0,38.5,1.0,2.0,3.38,0.0,0.0,800
ruan potts,"May. 10, 2014",74.0,253.0,75.0,41.7,1.0,6.0,0.75,2.26,0.0,398
rudyard moncayo,"Jul. 14, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ruslan magomedov,"May. 31, 2014",75.0,236.0,78.0,43.8,4.0,1.0,0.33,0.0,0.33,900
russell doane,"Jan. 4, 2014",67.0,136.0,70.5,37.5,2.0,2.0,2.11,0.77,0.38,586
rustam khabilov,"Dec. 16, 2012",68.0,171.0,73.0,40.5,2.0,2.0,3.95,0.09,0.09,789
ryan bader,"Dec. 13, 2008",74.0,204.0,74.0,44.0,3.0,1.0,3.37,0.44,0.51,614
ryan benoit,"Dec. 1, 2013",65.0,126.0,68.5,38.0,3.0,4.0,0.28,0.42,0.71,709
ryan couture,"Mar. 4, 2012",70.0,156.0,75.0,40.8,4.0,3.0,1.55,1.29,0.0,649
ryan gandra,"Sep. 27, 2025",72.0,184.0,74.6,47.3,11.0,2.0,0.0,0.0,5.26,171
ryan hall,"Dec. 11, 2015",70.0,145.5,70.5,42.0,2.0,1.0,0.22,2.22,0.44,676
ryan janes,"Oct. 15, 2016",75.0,185.0,76.5,44.0,8.0,6.0,0.35,0.0,0.0,638
ryan jensen,"Aug. 25, 2007",73.0,185.0,74.8,41.2,3.0,3.0,1.55,1.93,0.39,258
ryan jimmo,"Jul. 21, 2012",74.0,206.0,73.0,40.3,3.0,3.0,0.45,0.0,0.9,569
ryan laflare,"Apr. 6, 2013",73.0,171.0,74.0,42.5,3.0,2.0,2.13,0.2,0.2,887
ryan loder,"Aug. 24, 2024",73.0,185.5,76.0,41.0,6.0,3.0,1.57,1.57,0.0,287
ryan macdonald,"Mar. 23, 2019",71.0,135.5,71.0,40.0,2.0,6.0,0.0,0.0,0.0,592
ryan madigan,"Mar. 7, 2009",72.0,169.0,72.6,41.2,0.0,3.0,0.0,0.0,0.0,215
ryan mcgilivray,"Jun. 5, 2011",71.0,169.0,71.8,40.2,1.0,2.0,0.0,0.0,0.0,900
ryan parker,"Sep. 8, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
ryan spann,"Jul. 25, 2017",77.0,252.0,79.0,45.5,3.0,4.0,1.3,1.79,0.98,326
ryan thomas,"Aug. 9, 2008",72.0,170.0,73.2,42.1,2.0,4.0,5.59,2.24,0.0,403
ryo chonan,"Nov. 17, 2007",69.0,171.0,71.8,40.6,3.0,6.0,0.5,0.0,0.0,900
sabah homasi,"Aug. 21, 2016",72.0,171.0,72.0,41.0,5.0,7.0,2.8,0.0,0.0,358
sabina mazo,"Mar. 30, 2019",67.0,125.5,70.0,40.5,6.0,4.0,0.65,0.16,0.16,789
saeed hosseini,"May. 30, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
sage northcutt,"Oct. 3, 2015",72.0,170.0,71.5,40.5,4.0,2.0,1.81,0.6,0.4,560
said nurmagomedov,"Jul. 14, 2018",68.0,136.0,70.0,38.5,3.0,2.0,0.86,1.15,0.29,568
saidyokub kakhramonov,"Aug. 21, 2021",68.0,136.0,69.0,38.0,2.0,1.0,6.63,1.95,0.0,770
saimon oliveira,"Jan. 22, 2022",64.0,135.0,72.0,38.0,3.0,4.0,1.07,1.43,0.0,629
sako chivitchian,"Dec. 5, 2010",71.0,156.0,71.0,40.2,2.0,5.0,0.0,0.0,0.0,900
salim touahri,"Oct. 21, 2017",70.0,170.0,72.0,41.0,3.0,3.0,0.0,0.0,0.0,900
sam adkins,"Feb. 16, 1996",72.0,205.0,74.8,41.5,0.0,0.0,0.0,0.0,0.0,0
sam alvey,"Aug. 16, 2014",74.0,186.0,75.5,42.0,3.0,4.0,0.06,0.06,0.45,578
sam fulton,"Sep. 20, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
sam hoger,"Aug. 6, 2005",75.0,206.0,78.1,42.4,1.0,2.0,1.12,1.34,0.22,805
sam hughes,"Dec. 12, 2020",65.0,116.0,64.0,36.0,4.0,4.0,1.23,0.21,0.0,795
sam patterson,"Mar. 18, 2023",75.0,170.0,78.0,43.0,4.0,4.0,1.39,2.78,0.69,216
sam sicilia,"Jun. 2, 2012",68.0,144.0,67.0,39.0,2.0,4.0,1.45,0.87,0.14,519
sam stout,"Mar. 4, 2006",69.0,155.0,70.0,39.7,4.0,4.0,0.63,0.13,0.19,715
samandar murodov,"Sep. 27, 2025",71.4,170.0,71.8,41.1,2.0,1.0,6.01,1.5,0.0,600
sammy morgan,"Nov. 5, 2005",71.0,171.0,73.1,40.4,1.0,4.0,1.43,0.48,0.48,378
samuel sanches,"Sep. 27, 2025",69.2,154.0,73.4,41.9,6.0,0.0,0.0,0.0,7.44,121
samy schiavo,"Apr. 2, 2008",67.0,156.0,69.1,39.2,2.0,3.0,0.94,0.94,0.0,481
sandra lavado,"Sep. 27, 2025",63.9,116.0,63.1,36.0,1.0,3.0,0.0,0.0,0.0,900
sang hoon yoo,"Sep. 27, 2025",69.6,171.0,73.5,39.8,5.0,6.0,0.53,0.53,0.53,845
sang won kim,"Sep. 27, 2025",69.0,160.3,72.1,40.1,3.0,4.0,0.69,0.0,0.69,651
sangwook kim,"Sep. 27, 2025",71.2,166.8,73.4,40.8,5.0,5.0,2.1,1.68,0.0,536
santiago luna,"Sep. 13, 2025",69.0,135.0,74.0,39.6,5.0,4.0,0.0,0.0,10.71,168
santiago ponzinibbio,"Nov. 9, 2013",72.0,170.0,73.0,40.5,5.0,5.0,0.6,0.0,0.73,680
santo curatolo,"Sep. 27, 2025",63.0,125.5,62.5,43.5,1.0,6.0,2.0,0.0,0.0,900
saparbeg safarov,"Dec. 10, 2016",73.0,201.6,78.0,41.5,4.0,3.0,2.52,0.0,0.0,447
sara mcmann,"Apr. 27, 2013",66.0,135.0,66.0,37.0,2.0,2.0,4.38,0.5,0.08,641
sarah alpar,"May. 2, 2020",64.0,126.0,63.0,34.0,2.0,6.0,1.61,0.4,0.0,745
sarah frota,"Feb. 2, 2019",66.5,125.0,69.0,38.0,5.0,3.0,0.0,0.0,0.54,553
sarah kaufman,"Mar. 4, 2012",65.0,136.0,67.0,39.0,7.0,4.0,0.38,0.0,0.0,799
sarah moras,"Jul. 6, 2014",66.0,136.0,67.0,38.5,2.0,4.0,0.67,0.8,0.0,751
sasha palatnikov,"Nov. 21, 2020",73.0,170.0,72.5,41.0,7.0,5.0,0.72,0.0,0.0,415
satoshi honma,"Apr. 14, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
saul rogers,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
scott adams,"Mar. 10, 2000",72.0,225.0,76.4,42.5,0.0,0.0,0.0,0.0,0.0,0
scott askham,"Oct. 4, 2014",75.0,185.0,75.0,43.0,3.0,4.0,0.44,0.67,0.89,676
scott baker,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
scott bessac,"Sep. 8, 1995",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
scott ferrozzo,"Feb. 16, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
scott fielder,"Jul. 12, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
scott holtzman,"Aug. 8, 2015",69.0,155.5,69.0,39.0,4.0,4.0,1.88,0.18,0.36,772
scott jorgensen,"Jun. 5, 2011",65.0,135.5,66.0,37.0,3.0,3.0,2.61,0.73,0.36,675
scott junk,"Sep. 22, 2007",73.0,258.0,75.6,41.6,5.0,2.0,0.0,0.0,0.0,199
scott mcafee,"Sep. 27, 2025",68.0,155.0,70.5,38.5,0.0,1.0,0.0,0.0,0.0,135
scott morris,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
scott smith,"Apr. 15, 2006",72.0,185.0,74.3,41.1,2.0,6.0,0.12,0.49,0.86,486
sean alvarez,"Apr. 25, 2003",72.0,229.0,75.8,43.3,1.0,3.0,0.0,0.0,0.0,406
sean brady,"Oct. 18, 2019",70.0,170.0,72.0,40.0,4.0,3.0,3.62,0.93,0.12,856
sean daughtery,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
