days_since_debut_diff,losses_diff,wins_diff,head_target_diff,sig_strikes_ground_diff,sig_strikes_landed_diff,knockdown_avg_diff,takedowns_avg_diff,sig_strikes_standing_diff,sig_strikes_attempted_diff,takedowns_attempted_diff,takedown_defense_diff,submission_avg_diff,days_since_win_diff,leg_target_diff,winner
-25,-2,-5,-138,-34,-73,0.04,-1.6,-86,-438,6,-16,-0.02,-252.0,22,1
1638,9,-2,-111,-103,-172,-0.19,-0.4100000000000001,-70,-229,-21,-23,0.39,-112.0,-21,1
-252,5,10,-66,-17,-104,0.59,-0.29,-80,-169,10,-11,0.3399999999999999,-28.0,-8,0
-1801,-11,-15,-319,15,-581,0.6,0.8600000000000001,-550,-1029,-12,2,1.19,42.0,-156,1
-1211,-7,-6,121,-29,-21,0.01,-0.38,44,115,-12,7,-0.33,-385.0,-184,1
812,0,-11,-610,-232,-1030,0.13,-0.5999999999999999,-696,-1205,-44,-14,0.91,-98.0,-351,1
490,3,-9,-57,-93,-195,-0.0199999999999999,-1.53,-135,223,-33,-9,-0.1,-203.0,-118,1
73,-3,-3,-154,-105,-170,0.31,-4.56,0,-90,-63,8,-0.76,-119.0,8,1
-1889,-18,-6,-314,-1,-262,0.3,0.6499999999999999,-247,-1334,-56,56,1.0499999999999998,-98.0,65,0
-399,-5,-7,-289,-54,-448,-1.26,-1.01,-358,-1042,-14,-46,-0.38,-196.0,-83,1
-189,-6,-3,500,252,784,-0.81,4.97,379,1819,260,37,-0.0499999999999999,-1065.0,136,0
-1960,-1,-8,-16,9,-97,3.25,-1.01,-59,-259,-29,55,-0.14,-672.0,-46,0
0,-4,-3,-46,-10,-61,-0.56,2.29,-50,-79,16,-33,-0.51,0.0,-17,0
-1028,1,-4,-136,-215,-142,0.57,-5.38,119,-234,-130,40,0.0,-350.0,-8,1
-2531,1,-14,-297,-12,-565,-0.55,-0.55,-522,-1489,-14,-43,-0.18,-686.0,-136,1
-693,-10,-17,-518,-92,-1013,-0.36,1.3000000000000005,-796,-2052,1,28,1.37,-21.0,-294,0
-1754,1,1,36,-14,50,0.0,-2.48,64,97,-19,4,0.01,0.0,-7,1
-2093,1,7,213,83,362,0.18,0.7000000000000001,260,318,4,-16,0.0,-504.0,183,0
-329,4,6,102,9,259,-0.75,1.96,245,608,43,-7,-0.2099999999999999,-49.0,92,0
-1309,-2,-5,-184,-41,-429,-0.0499999999999999,-0.26,-346,-1110,-26,-4,-0.1,-336.0,-83,1
-1931,-2,-1,-248,-148,-498,-0.28,-0.43,-237,-1114,-39,-9,0.8300000000000001,-651.0,-89,1
-651,-3,-6,170,-15,231,0.02,-1.37,295,754,-47,-14,0.06,287.0,78,0
624,-3,9,266,63,403,0.14,-2.8200000000000003,219,1048,5,5,-1.64,-245.0,55,0
894,1,8,539,114,763,0.17,-0.2299999999999999,535,1353,33,49,-1.37,49.0,76,0
-1978,4,-7,-226,-95,-313,-0.4299999999999997,-0.9,-182,-632,-10,-59,-0.45,0.0,-29,1
-1281,-7,-2,-272,-115,-423,0.85,-2.51,-160,-1064,-106,31,-0.19,-7.0,-116,0
35,0,9,-60,14,-147,0.0,0.6299999999999999,-231,-577,7,0,0.1999999999999999,280.0,-121,0
-441,1,1,-121,13,-321,0.39,-0.0999999999999999,-297,-844,-2,-14,0.6699999999999999,91.0,-123,0
-1756,4,3,-388,-59,-575,-0.25,0.12,-406,-1234,-17,-8,-0.2099999999999999,-98.0,-102,1
-204,1,2,63,-30,322,-0.0099999999999999,-0.62,182,472,-60,36,-0.92,77.0,100,0
-64,-1,-12,116,24,33,-0.27,-0.064,147,51,45,43,0.266,-77.0,14,1
-301,7,-6,-21,-127,92,0.0,-4.3100000000000005,201,305,-45,-9,-0.86,-35.0,62,1
707,-1,-2,-246,8,-121,0.03,-2.78,-204,-294,-70,-7,-0.37,168.0,54,0
-681,-2,2,-33,-34,-133,-0.2099999999999999,2.13,-85,-422,36,9,0.4599999999999999,-909.0,-48,1
-245,-2,5,-138,21,-62,0.39,0.76,-33,-283,15,4,-0.76,-133.0,-7,1
-4746,-11,-24,-749,-182,-1283,-0.2,4.5,-909,-3038,-91,1,-1.7,-483.0,-276,1
-861,-1,3,145,-64,284,0.0,0.1599999999999999,322,530,13,9,-0.59,-532.0,73,0
756,-3,9,-5,14,-68,-0.29,1.37,-88,-80,8,-34,0.27,175.0,-17,0
850,3,-2,14,-14,-127,0.0,-0.7400000000000001,-203,-318,-12,3,0.93,259.0,-103,1
760,5,2,102,-3,260,-1.04,0.2199999999999999,241,738,10,-5,0.12,742.0,108,1
-1155,0,1,-211,-23,-204,0.63,-0.7599999999999998,-151,-562,-14,-40,0.16,-315.0,26,0
-1092,-5,-6,-469,-94,-824,-0.68,-0.38,-671,-1629,-8,-68,-0.08,-371.0,-178,1
-217,-3,-3,127,7,229,-0.1,0.43,175,600,14,10,-0.67,-483.0,24,0
-276,0,2,159,29,133,0.62,-3.16,122,110,-13,-27,0.46,0.0,8,1
1380,8,-3,462,106,560,0.0,-1.42,331,1291,35,13,-1.18,294.0,50,0
-644,0,-2,-119,-30,-100,0.93,0.3399999999999998,-81,-214,-3,32,-0.6400000000000001,-168.0,-40,0
-1155,-3,4,-32,-24,230,0.0,-0.3499999999999998,255,402,1,-2,0.27,-119.0,124,1
331,7,-1,-67,-103,-36,0.27,-3.1500000000000004,37,139,-56,12,-0.7699999999999999,-91.0,0,0
-2365,-3,-17,-401,-107,-684,0.38,-0.37,-428,-1332,-46,7,-0.51,-273.0,-52,1
-494,-6,-4,14,1,-18,-0.25,-0.43,24,215,-6,-19,-0.13,1071.0,-5,1
203,5,4,671,48,497,-0.48,1.11,409,1509,56,-14,0.41,-602.0,44,0
-140,4,1,-144,-74,-219,0.0,-1.74,-121,-636,-53,-31,-0.12,0.0,-65,1
679,8,6,326,91,427,1.2,1.05,313,819,13,-2,0.0,-504.0,-14,0
1085,-1,3,65,6,-42,0.06,-0.4399999999999999,-39,-200,1,30,-0.67,455.0,-59,0
-1372,2,10,179,80,230,0.12,3.21,165,465,51,53,0.91,63.0,8,0
721,-1,-2,262,-26,396,0.77,-0.95,402,710,-5,21,-0.56,0.0,45,1
63,-4,10,-198,-33,-425,0.02,0.3200000000000003,-387,-1047,21,-8,1.25,-343.0,-139,1
-385,4,4,-134,0,-125,-0.17,-1.52,-96,-313,-19,-31,-0.6100000000000001,-385.0,22,1
-2244,-9,-5,-255,67,-585,-0.17,3.12,-623,-1551,-6,40,2.77,119.0,-242,0
405,7,-1,75,-65,52,0.0399999999999999,-0.3,102,219,-27,-8,0.1,567.0,49,1
223,-2,-11,-138,129,-333,-0.18,0.7799999999999999,-392,-300,53,3,-0.12,-119.0,-93,1
146,0,-1,-203,-31,-253,-0.29,-0.3,-98,-64,-4,-22,0.1699999999999999,-420.0,49,1
329,11,-3,377,-28,676,0.25,-2.47,693,1552,-37,-13,-0.7999999999999998,-203.0,207,1
-1687,-9,-1,253,3,439,0.1,-2.51,372,742,-55,16,-0.6000000000000001,-193.0,79,0
-1295,5,-4,-337,106,-602,-0.25,1.86,-602,-891,27,-6,0.56,-259.0,-232,1
-673,-1,1,212,18,305,-0.8,-0.84,236,445,-4,13,0.72,-630.0,52,0
479,3,1,-238,-30,-540,-0.8,1.01,-451,-831,9,-29,-0.23,189.0,-157,1
-2842,-1,0,-450,-258,-419,0.4700000000000001,-1.78,-176,-1638,-204,7,0.52,-301.0,81,0
-1331,-4,11,-194,197,-117,-0.06,0.7500000000000002,-318,-771,2,11,0.15,784.0,123,1
-98,0,2,-85,-6,-206,-0.24,0.5,-141,-252,4,-13,0.0,-98.0,-28,1
-5023,-2,-8,-550,-12,-789,-0.58,1.0699999999999998,-681,-1594,-9,-13,0.84,-70.0,-130,1
323,1,-4,-133,-248,-312,-0.39,0.8500000000000001,67,137,21,-21,0.07,217.0,51,1
-1558,6,20,427,-26,579,-0.3099999999999999,-2.11,594,1233,-25,-8,-0.23,-182.0,10,0
844,1,1,-38,-49,-164,0.38,1.11,-84,-111,21,4,0.37,273.0,-25,0
-4952,-5,6,-569,-31,-869,0.07,-0.45,-775,-1984,-28,-50,0.0,-1386.0,-176,0
-1092,4,3,19,63,-50,-0.41,1.04,-190,-170,45,-31,0.5900000000000001,-623.0,-103,1
-1680,-4,-17,-342,11,-381,0.28,0.7199999999999999,-307,-1162,-5,-11,0.1,14.0,31,0
-652,1,-5,-424,0,-604,-0.46,1.6999999999999995,-580,-1310,-3,15,-0.35,-161.0,-90,1
109,-2,-3,-151,-62,-332,-0.19,-0.1499999999999999,-258,-483,-7,22,0.1999999999999999,14.0,-128,1
-1512,-5,-2,-490,-76,-731,0.0,1.3199999999999998,-563,-1803,-10,10,0.81,-60.0,-169,1
-739,0,1,-401,-40,-416,0.0399999999999999,1.04,-336,-793,10,-5,-0.06,77.0,55,0
-119,1,5,79,-10,147,-0.14,-0.36,138,551,-7,-3,-1.99,-203.0,56,0
-1015,-3,-6,-1819,-37,-2671,0.0,0.47,-2453,-5506,19,-24,0.34,456.0,-152,1
-1595,5,3,-157,-27,-368,0.1299999999999999,-3.0,-298,-952,-87,-23,1.46,-777.0,-99,0
-440,5,4,20,-12,188,0.08,-0.1500000000000001,119,116,-3,-24,-0.21,-336.0,83,0
-2265,0,-4,-117,-60,-155,0.0,-0.6699999999999999,-41,-287,-30,49,-0.2,456.0,-20,1
-252,-2,-9,-250,-6,-255,0.0,1.8200000000000005,-210,-666,-24,-36,0.2299999999999999,0.0,-3,1
-769,-1,-9,168,30,70,0.34,-0.76,48,-78,-119,39,-1.05,448.0,-60,1
-1513,-5,2,-358,-2,-923,0.14,0.48,-745,-1737,-13,27,0.8099999999999998,-245.0,-310,0
-2694,-6,-1,52,-21,105,0.0499999999999999,0.5700000000000003,167,-82,-29,19,-0.0399999999999999,-45.0,101,0
1505,6,5,32,92,172,0.05,0.69,53,291,81,-34,0.69,-294.0,16,1
-266,3,8,-49,-8,-19,0.22,-2.93,-18,-132,-56,-15,-0.73,0.0,-9,1
-539,2,3,409,6,276,0.08,1.0900000000000003,377,694,45,7,0.81,-203.0,-43,0
2695,-4,-25,3,-17,56,-0.71,-1.97,53,22,-31,24,-0.24,0.0,31,1
-2526,-1,0,-67,-17,-468,1.19,-1.04,-408,-986,-29,19,-0.17,-133.0,-157,0
-84,-1,-8,58,-57,169,-0.2,-1.99,208,434,-16,19,-1.61,105.0,56,1
105,1,-1,234,63,315,-0.33,-1.25,218,554,-6,-11,-0.06,-203.0,44,1
475,2,0,-48,-5,-97,-0.25,2.03,-72,-174,13,-42,0.08,336.0,-16,1
331,1,2,147,-29,311,0.0,-2.96,235,508,-50,6,-1.17,-56.0,80,1
-616,0,-6,-275,27,-282,-0.3299999999999999,1.28,-287,-564,16,-30,0.2099999999999999,-147.0,11,0
-1774,1,-1,-138,-183,-199,0.0999999999999999,-1.1,25,-126,-36,27,-1.29,-245.0,-3,0
-2548,-9,-13,-740,-89,-989,-0.4,1.87,-722,-2085,11,50,-0.27,-448.0,-146,1
-750,5,7,168,-93,183,0.08,-1.65,271,422,-50,26,-1.18,-105.0,-51,0
-419,0,-1,273,-3,442,-0.28,-4.2,403,860,-42,15,-1.91,-49.0,32,0
-35,-5,-17,-789,-12,-990,0.0099999999999999,0.8199999999999998,-922,-2626,0,-10,1.25,42.0,-76,1
11126,0,3,50,-33,285,0.0199999999999999,-0.88,265,558,-14,27,0.0,182.0,56,0
210,2,-7,-215,-32,-119,-0.83,0.8800000000000001,-83,13,26,-6,-0.09,28.0,60,1
966,-6,4,72,34,-173,-0.37,2.34,-238,300,83,2,-0.43,-7.0,-240,0
-490,-1,2,-31,18,65,-1.69,0.0,-11,130,0,2,1.39,-448.0,34,0
350,2,2,114,18,206,0.14,-0.2999999999999998,221,454,35,-40,-0.26,-154.0,67,0
571,-2,-3,491,22,687,0.5499999999999999,-0.38,666,850,-10,-16,0.11,14.0,44,0
-443,5,0,156,64,208,-0.42,-0.2,112,17,22,10,0.15,-266.0,4,1
846,1,-7,410,130,572,0.48,-2.31,267,1201,47,44,-1.12,-280.0,7,1
-448,-4,-4,134,37,77,0.0,-0.3,29,177,-13,35,0.42,-175.0,-32,0
-1541,12,17,11,-10,-30,-0.14,2.18,-47,-122,0,67,0.4899999999999997,-588.0,-18,1
1429,-5,-11,-115,-58,-250,0.28,0.37,-205,-609,16,0,0.0,1527.0,-86,1
1562,3,15,188,-18,411,-0.28,0.0399999999999999,483,1289,23,-17,-0.11,-539.0,144,1
-154,-1,-5,1006,-28,1014,0.1599999999999999,-1.08,927,2188,-21,8,-1.39,-56.0,58,1
-65,-2,-3,-71,-235,-144,0.45,-2.5900000000000003,68,-221,-83,25,-0.94,-210.0,-62,1
309,3,-1,-118,-47,-174,0.7,-0.23,-43,-315,-2,2,0.0,-406.0,10,0
-2310,-5,-17,-394,-253,-513,2.92,-0.56,-150,-1003,-37,47,0.0,-217.0,-20,1
854,1,-4,85,42,60,0.0899999999999999,-2.56,20,251,-30,52,-0.6100000000000001,959.0,-39,1
947,10,3,1015,18,1742,-0.56,-0.3299999999999998,1285,3538,48,16,-0.56,-7.0,123,1
-2303,-3,6,-189,-47,-291,-0.18,4.47,-226,-963,103,33,-0.47,-546.0,-7,0
1442,12,21,300,32,325,-0.1,-0.3999999999999997,259,711,45,-4,0.1199999999999998,112.0,-19,0
-1615,-5,7,212,72,80,-0.47,2.01,28,348,105,27,0.15,-175.0,-16,0
601,-2,-1,-224,101,-656,-0.3,1.86,-803,-507,145,-8,0.68,-224.0,-321,1
-1187,-1,4,-157,-31,-228,0.14,0.39,-191,-607,-3,-1,0.2,-217.0,-43,1
-532,1,0,-113,-8,-195,-1.1,0.0,-163,-356,-1,-53,2.04,-679.0,-22,1
-1163,-5,0,-307,-107,-346,0.13,-0.4299999999999999,-224,-871,-17,-3,0.1599999999999999,-14.0,-6,0
-1825,-6,-5,-451,-7,-765,0.19,1.25,-522,-1503,-10,8,-0.25,182.0,-87,1
237,1,1,-199,-70,-426,-0.39,0.0199999999999999,-192,-626,-15,26,-0.47,175.0,-124,1
-1649,-7,-5,-124,7,-200,0.12,0.2299999999999999,-166,-444,-15,-17,0.62,-84.0,-5,1
483,-4,0,-451,-34,-547,-0.33,2.23,-497,-1436,17,7,-0.1400000000000001,413.0,-15,1
1788,-3,-3,26,-15,168,0.0,-1.7400000000000002,208,659,12,1,-0.31,-56.0,125,1
-1197,-1,-3,-240,-67,-359,0.1399999999999999,-1.2,-267,-825,-19,-30,-0.19,-147.0,-66,1
-3794,-9,-11,-619,-120,-1251,0.13,0.2099999999999999,-1065,-3449,-128,-24,1.25,-91.0,-339,1
-791,-5,-8,-395,-4,-362,0.22,-0.15,-355,-1134,-11,-12,0.12,-409.0,12,1
-273,2,0,246,19,474,0.74,-2.4,431,837,-8,43,0.15,0.0,106,0
-596,2,3,-43,-10,107,-0.0199999999999999,-0.62,144,184,-19,6,-0.61,1232.0,120,1
-504,-4,-1,-349,-10,-577,-0.04,1.4600000000000002,-511,-1106,1,1,0.85,-413.0,-81,1
-730,4,3,-112,-52,-323,-0.06,0.1099999999999999,-296,-1137,-14,9,-0.2299999999999999,-231.0,-52,1
1658,7,-2,63,14,102,-1.02,-0.02,81,113,10,-17,0.29,308.0,22,1
-973,-5,-15,-162,-19,-450,0.18,-0.8899999999999999,-390,-759,-20,-9,-0.72,-196.0,-50,1
-371,-3,-3,-320,-45,-455,0.1199999999999999,-1.31,-355,-995,-31,-13,1.15,-133.0,-12,0
-1607,-2,-1,-96,-68,-158,-0.3500000000000001,-0.8500000000000001,-64,-250,-29,0,-0.58,-833.0,-15,1
-728,-3,-5,-195,-103,-270,-0.6,-4.33,-108,-512,-74,-13,1.13,-280.0,-38,1
-244,-3,1,-489,34,-542,0.56,0.1799999999999999,-565,-1516,7,-6,0.98,203.0,-45,0
-1330,-1,-4,235,-16,670,-0.96,-0.06,657,912,24,-28,0.3,-133.0,228,1
0,0,-13,24,3,29,2.96,0.0,38,65,0,100,-1.7259999999999998,0.0,9,1
-1288,2,5,-256,-140,-194,0.07,-1.29,-81,-382,-64,-5,-0.28,-441.0,-41,0
-574,-3,7,272,126,382,0.1,0.7799999999999998,212,865,27,37,-0.18,-574.0,26,0
-3079,-2,-10,-344,-113,-752,0.0,-0.0199999999999999,-483,-1421,-11,20,1.02,-343.0,-274,1
-231,-4,-8,247,3,326,0.1399999999999999,-6.300000000000001,288,636,-20,-43,-0.6200000000000001,0.0,37,0
-620,-2,-12,-191,-3,-290,-0.09,-0.3600000000000001,-223,-344,6,2,-0.02,84.0,-4,1
-167,-3,0,-34,-33,12,0.0,2.2700000000000005,50,-2,-2,36,-1.03,-203.0,16,1
413,1,-11,-124,-126,-124,0.0,-2.65,9,-204,-15,-60,-1.62,364.0,-2,1
-1271,-1,-8,480,1,466,-0.26,0.37,354,1189,9,-5,-0.07,154.0,-10,1
903,-2,5,1170,-56,1168,0.24,-0.77,1224,2886,-39,-5,-0.21,-70.0,-128,0
-413,7,0,-45,-21,-50,0.3899999999999999,0.06,17,35,-5,-30,-0.61,-84.0,13,1
-111,-1,-2,-179,16,-432,0.43,0.36,-367,-879,1,8,0.54,-224.0,-112,1
774,5,6,-71,1,46,0.21,0.7599999999999999,36,-41,-9,-8,0.13,-112.0,90,0
-1889,-11,-8,-34,80,-21,-0.14,1.59,0,-316,44,-25,1.12,-1149.0,-33,0
-749,-2,-3,-258,-149,-340,-0.98,2.6900000000000004,-177,-594,21,-2,0.24,-651.0,-9,0
161,-1,7,148,-1,302,0.39,-1.85,229,547,15,-29,-0.92,161.0,11,0
-231,-1,-9,-63,-60,-21,-0.56,-3.08,-11,-102,-21,-6,-0.84,-231.0,15,1
-2443,-1,-10,-167,11,-389,-0.31,3.08,-384,-1079,33,-5,-0.18,77.0,-115,1
175,-2,-2,-39,66,-103,-0.2099999999999999,6.03,-168,-256,28,20,-0.2299999999999999,182.0,-14,0
1883,4,3,392,64,164,-0.0699999999999999,0.6799999999999999,67,682,33,5,-0.14,56.0,-115,1
-1306,6,4,-342,-87,-461,-0.37,-1.85,-347,-1043,-40,-9,-0.37,-343.0,-37,1
476,0,1,103,76,40,-0.28,4.95,-21,-17,65,-45,0.1499999999999999,301.0,-54,0
-21,3,-6,-301,-29,-490,-1.16,-0.58,-438,-863,-5,-86,-0.19,0.0,-119,1
1169,-1,4,185,66,58,-0.21,0.4299999999999999,29,-162,12,-9,0.4,98.0,31,0
-1309,-4,-14,-270,-270,-231,0.42,-0.56,58,-381,-35,5,0.0,7.0,74,0
867,1,5,-288,71,-522,0.14,2.68,-561,-967,105,22,0.61,-14.0,-98,1
-512,-5,-9,-113,-2,-263,-0.17,-0.12,-235,-782,0,1,0.49,-210.0,-67,0
-1127,5,-6,-329,-25,-538,-0.13,1.16,-460,-1072,-22,-9,-0.77,-742.0,-73,1
336,-5,-8,-169,-38,-197,-0.51,3.19,-134,-445,-6,62,-0.51,0.0,-16,1
-4718,-13,-23,-554,-152,-1040,0.93,-1.5,-708,-2408,-100,34,-1.7,-126.0,-258,1
-2534,-11,-9,-11,14,-224,0.19,0.8600000000000001,-257,-753,19,-3,-0.3999999999999999,-441.0,-107,0
1358,0,-9,-192,-85,-393,1.12,-0.7000000000000001,-318,-1305,-27,-20,0.09,21.0,-37,1
1082,7,2,4,-56,66,0.25,-0.8600000000000001,100,188,-18,-16,-1.7999999999999998,-420.0,4,1
-1057,-4,-3,-186,-35,-283,0.0,0.8200000000000001,-219,-523,-7,-13,0.27,21.0,-53,0
-855,-4,-2,-49,-57,-90,0.0,-3.18,-2,-104,-36,13,0.4199999999999999,-147.0,-34,1
-434,-5,-9,303,-21,380,-0.12,-0.45,354,756,-3,16,-0.89,-441.0,-67,0
-56,-6,-6,-205,5,-269,0.48,-1.35,-262,-583,-23,-4,-0.45,-182.0,-51,1
-2373,1,-1,-190,-25,-215,-0.27,-1.74,-136,-531,-35,28,-2.27,-889.0,-1,1
-315,1,-4,-203,-6,-254,-0.67,1.81,-233,-664,20,42,0.0,-189.0,-11,1
-294,0,-6,-75,0,-82,-0.28,-1.99,-65,-197,-17,3,-1.7,-189.0,7,1
0,0,-2,24,-41,-97,-0.16,-1.3199999999999998,-66,-66,-5,3,0.17,0.0,-29,0
266,1,8,245,17,47,0.86,2.04,-5,121,36,49,0.29,126.0,-198,1
-1420,-1,3,30,-26,75,0.0,-2.6000000000000005,102,152,5,-34,-0.93,-714.0,38,0
-232,-1,4,-266,19,-358,0.34,0.15,-355,-1170,-1,16,-0.11,-588.0,-54,0
-363,-1,3,-139,-70,-81,-0.95,1.54,-1,-132,38,4,-0.94,-385.0,97,1
571,4,1,444,60,511,0.44,-0.47,421,1032,-3,18,0.22,-7.0,-25,1
-1327,-15,-6,3,52,-19,-0.18,1.5799999999999998,-67,-328,17,19,-0.36,360.0,-37,0
302,-1,2,27,-29,-74,0.0099999999999999,0.57,127,-100,7,4,-0.27,336.0,26,1
-3080,-11,-4,-248,-134,-539,0.05,-0.79,-295,-1259,-85,3,0.52,-238.0,-158,1
1232,-2,-6,-342,-35,-634,0.07,1.5300000000000002,-581,-1295,44,9,0.0099999999999998,98.0,-208,1
-686,1,12,147,30,297,-0.5,1.17,243,564,23,-10,-0.35,133.0,25,0
105,-1,-10,-137,-82,-18,0.59,-4.01,67,-68,-47,0,-0.54,231.0,79,1
-2226,-10,-12,-516,-167,-1072,-0.03,-0.28,-608,-2340,-143,8,-0.0699999999999999,-455.0,-193,1
-2784,-8,-6,-481,55,-1190,-0.55,2.79,-1204,-2881,61,-40,1.11,196.0,-335,0
769,12,18,199,78,442,0.38,-2.26,228,355,-105,4,0.16,322.0,70,1
-2254,0,-1,-315,64,-454,0.62,0.72,-433,-1019,0,-15,0.0,7.0,-147,1
-1890,-1,-1,-262,-25,-421,0.55,-0.1499999999999999,-376,-1529,-26,2,0.2299999999999999,-574.0,-36,1
2429,1,-4,53,29,163,0.0,2.27,81,177,19,65,0.41,1393.0,45,0
-1686,-10,-1,-72,-99,-202,-0.3199999999999999,-0.0799999999999999,-26,-545,2,22,-0.06,-28.0,-112,0
-567,-5,-1,-177,-41,-286,-0.95,0.53,-221,-716,0,-13,0.55,-168.0,-51,1
-2750,-8,-10,-408,-3,-696,0.6900000000000001,2.93,-613,-1864,-32,22,2.18,-395.0,-116,1
2807,10,8,566,36,869,-0.28,0.18,778,1714,6,2,0.31,-406.0,27,1
-175,-2,-1,377,58,608,-0.3299999999999999,-0.26,498,1334,9,28,-0.1999999999999999,-1261.0,101,0
-381,0,-6,-200,27,-401,-0.94,0.72,-432,-1104,10,-18,0.45,665.0,-89,1
791,4,2,-106,6,-304,0.1799999999999999,1.68,-262,-345,44,-19,-0.07,-35.0,-102,1
-567,-8,1,180,57,297,-0.41,1.0,219,422,2,24,-0.03,-371.0,26,0
-819,0,0,-3,0,-36,0.3500000000000001,-0.27,-5,-137,-1,-9,0.75,-416.0,9,0
-356,1,2,-339,179,-324,0.0,1.99,-420,-721,45,-27,0.94,-105.0,40,1
-2471,-2,-11,-146,-35,-245,0.0,-0.7999999999999998,-135,-628,-45,9,0.0,126.0,-10,1
-455,2,8,8,40,-48,-0.16,1.5100000000000002,-44,-130,52,-14,0.22,-196.0,-33,0
-336,-4,9,-47,57,-185,1.36,-0.18,-146,-397,6,18,0.0,-175.0,-58,0
756,2,-11,-136,-66,-186,-0.48,-0.5599999999999999,-105,-346,-10,-20,-1.2799999999999998,-196.0,-49,1
595,8,4,235,17,283,-0.05,-1.16,257,635,-4,48,-0.12,119.0,35,1
-1204,-2,-13,-149,-41,-151,-0.48,-0.7,-21,-121,33,-18,0.0099999999999997,-455.0,-1,0
-252,1,0,-24,-21,90,0.15,-1.54,91,-4,-18,-22,-0.36,-490.0,54,0
-329,0,1,-117,-23,-82,-0.02,-1.4900000000000002,-30,-95,-38,-18,-0.32,70.0,14,1
357,9,4,263,48,520,0.35,-0.2,402,854,9,3,-0.01,-168.0,178,1
-2401,2,-3,-121,-75,-161,0.42,-1.24,-72,-162,-34,-7,-1.0,-567.0,-16,1
-1218,-8,-23,-621,-23,-1076,3.85,2.66,-921,-1915,-11,28,1.39,56.0,-186,0
1512,5,5,85,52,86,-0.25,-0.0999999999999996,44,199,40,-14,0.68,-483.0,7,0
-1330,-5,-1,46,8,-34,1.91,-0.38,0,-71,-25,30,-0.14,-189.0,-51,0
-349,-4,-3,-183,-18,-114,-0.0999999999999999,-1.44,-184,-251,-38,36,0.03,-42.0,14,1
-203,-6,4,124,61,83,0.68,1.53,58,48,4,27,1.07,105.0,-10,0
-2366,-7,-8,202,-85,152,-0.1999999999999999,-1.5499999999999998,311,605,-57,-14,-1.03,-168.0,102,0
-1588,2,-7,-301,-210,-481,3.37,-5.38,-199,-942,-130,68,0.0,0.0,-120,1
-274,0,-10,238,34,153,0.77,-1.424,259,480,4,63,-0.244,-7.0,39,1
-1589,0,1,-77,-42,-139,-0.97,-0.64,-123,-161,-13,-20,-0.6599999999999999,140.0,17,1
-210,-4,-6,-123,-26,-253,-0.64,-0.14,-220,-441,-11,16,-0.21,-350.0,-81,1
-921,-8,-9,-331,35,-148,0.0,0.8900000000000001,-123,-839,11,2,0.47,-98.0,92,0
-1924,-1,-9,59,-12,63,0.58,-3.29,95,-175,-90,-24,0.15,-840.0,8,1
-1274,-2,-9,-420,-281,-546,0.44,-0.8400000000000001,-81,-1216,-104,16,0.01,-63.0,-29,1
-695,-3,-1,-19,-31,-420,-0.1699999999999999,-1.11,-307,-380,-17,-4,0.29,-21.0,-252,0
-2317,1,5,341,-81,616,0.0999999999999999,-3.29,680,948,-55,20,-0.5,-616.0,246,1
-350,10,-3,83,-2,122,0.64,-4.68,104,338,2,-28,-3.76,0.0,4,1
293,11,11,279,53,483,0.75,-2.04,438,1345,-33,17,-0.4,-280.0,124,0
-1162,4,-3,-328,-204,-311,-0.14,-5.609999999999999,-70,-373,-88,-37,-0.8599999999999999,-420.0,20,1
-2253,-5,5,-137,-3,-101,0.3999999999999999,0.9300000000000002,-68,-185,-9,-21,-0.8900000000000001,-259.0,36,0
-2181,-9,-8,-334,-1,-673,0.42,2.1899999999999995,-585,-1490,-81,46,2.31,-112.0,-153,0
-1582,0,-5,298,-42,80,0.58,-0.9299999999999996,151,63,-101,42,-0.57,-238.0,-67,1
-2477,-3,-2,-92,-49,-343,-0.1,0.3599999999999999,-235,-777,-31,31,-0.2,532.0,-140,0
-1705,-4,-6,-247,28,-308,-0.0699999999999999,2.57,-316,-927,14,-23,-0.35,-259.0,0,1
651,4,-3,-36,-15,-91,-0.19,-2.2299999999999995,-16,-203,-10,-29,0.78,651.0,-4,1
-2429,-7,-48,-18,-12,40,-0.26,-1.64,93,163,-28,-18,-1.95,-378.0,58,1
2029,4,-10,-579,-175,-1039,0.1099999999999999,-0.97,-770,-1383,-72,3,0.4499999999999999,98.0,-356,1
1177,2,0,161,-73,531,-0.09,-0.35,527,836,-3,37,-1.13,-119.0,204,1
1420,7,7,466,-1,903,-0.15,-0.7300000000000001,598,1809,41,0,0.03,-742.0,117,0
302,1,2,-90,-19,-197,0.0,0.05,-92,-119,-7,-1,-1.27,665.0,-33,1
-361,-7,1,404,53,280,-0.69,1.2700000000000002,221,1055,92,28,-0.5399999999999999,-133.0,-167,0
-796,1,7,292,-47,323,-0.21,-0.11,417,745,-6,19,0.0,-623.0,44,0
-826,4,6,-15,-23,-137,-0.41,-0.1099999999999999,-127,-199,-8,12,-1.99,-504.0,-77,0
2730,8,4,-257,-8,-254,0.23,-2.75,-212,-620,-53,-20,0.21,-147.0,20,1
0,1,-4,-233,-58,-357,-0.52,-0.2099999999999999,-276,-542,-10,-17,-0.07,0.0,-52,1
-640,2,-1,158,51,269,0.16,0.7299999999999998,180,674,34,12,0.16,-640.0,64,1
